mes,cidade,bairro,tipo,modo,mediana_rs_m2,p25,p75,n_anuncios,yield_anual_pct,coleta
2026-09,Salvador,Vila Ruy Barbosa,sala,venda,5625.0,5084.7,7142.9,9,9.9,setembro/2026
2026-09,Salvador,Vila Ruy Barbosa,sala,aluguel,46.4,26.0,52.0,5,9.9,setembro/2026
2026-09,Salvador,Águas Claras,galpao,aluguel,21.4,13.8,23.5,11,,setembro/2026
2026-09,Salvador,Cassange,galpao,aluguel,27.6,21.7,30.0,5,,setembro/2026
2026-09,Salvador,Granjas Rurais Presidente Vargas,galpao,venda,2059.8,1005.5,2905.2,8,24.76,setembro/2026
2026-09,Salvador,Granjas Rurais Presidente Vargas,galpao,aluguel,42.5,30.6,43.1,5,24.76,setembro/2026
2026-09,Salvador,Iapi,galpao,aluguel,30.0,17.5,37.6,7,,setembro/2026
2026-09,Salvador,Pirajá,galpao,aluguel,22.9,17.9,30.0,9,,setembro/2026
2026-09,Salvador,Porto Seco Pirajá,galpao,aluguel,25.0,20.0,29.1,17,,setembro/2026
2026-09,Santos,Aparecida,apartamento,venda,9559.1,6531.2,12871.1,208,7.42,setembro/2026
2026-09,Santos,Aparecida,apartamento,aluguel,59.1,47.5,83.6,53,7.42,setembro/2026
2026-09,Santos,Boqueirão,apartamento,venda,10000.0,7169.4,13249.7,398,7.66,setembro/2026
2026-09,Santos,Boqueirão,apartamento,aluguel,63.8,44.8,80.9,121,7.66,setembro/2026
2026-09,Santos,Campo Grande,apartamento,venda,6316.8,5333.3,8647.1,110,9.38,setembro/2026
2026-09,Santos,Campo Grande,apartamento,aluguel,49.4,40.0,64.3,26,9.38,setembro/2026
2026-09,Santos,Embaré,apartamento,venda,9287.5,6813.8,13304.3,252,7.58,setembro/2026
2026-09,Santos,Embaré,apartamento,aluguel,58.7,46.2,78.8,72,7.58,setembro/2026
2026-09,Santos,Encruzilhada,apartamento,venda,6538.5,5000.0,9325.5,47,11.32,setembro/2026
2026-09,Santos,Encruzilhada,apartamento,aluguel,61.7,53.5,69.0,8,11.32,setembro/2026
2026-09,Santos,Estuário,apartamento,venda,9491.1,8509.2,9990.1,31,,setembro/2026
2026-09,Santos,Gonzaga,apartamento,venda,9040.3,6551.1,12996.9,390,9.19,setembro/2026
2026-09,Santos,Gonzaga,apartamento,aluguel,69.2,50.0,88.1,129,9.19,setembro/2026
2026-09,Santos,José Menino,apartamento,venda,8623.7,6351.2,12273.4,198,8.1,setembro/2026
2026-09,Santos,José Menino,apartamento,aluguel,58.2,47.0,85.5,47,8.1,setembro/2026
2026-09,Santos,Macuco,apartamento,venda,8153.8,5975.9,9461.0,55,9.51,setembro/2026
2026-09,Santos,Macuco,apartamento,aluguel,64.6,42.6,75.5,15,9.51,setembro/2026
2026-09,Santos,Marapé,apartamento,venda,7804.0,5721.8,9676.4,123,9.61,setembro/2026
2026-09,Santos,Marapé,apartamento,aluguel,62.5,46.3,69.8,27,9.61,setembro/2026
2026-09,Santos,Morro de Nova Cintra,apartamento,venda,6633.3,6081.3,7299.4,14,,setembro/2026
2026-09,Santos,Pompéia,apartamento,venda,8125.0,6767.1,11383.0,149,9.42,setembro/2026
2026-09,Santos,Pompéia,apartamento,aluguel,63.8,53.4,74.4,34,9.42,setembro/2026
2026-09,Santos,Ponta da Praia,apartamento,venda,10165.5,7088.0,14433.2,224,7.2,setembro/2026
2026-09,Santos,Ponta da Praia,apartamento,aluguel,61.0,50.5,74.6,59,7.2,setembro/2026
2026-09,Santos,Vila Belmiro,apartamento,venda,6363.6,5544.0,9985.7,37,10.15,setembro/2026
2026-09,Santos,Vila Belmiro,apartamento,aluguel,53.8,34.4,71.9,6,10.15,setembro/2026
2026-09,Santos,Vila Matias,apartamento,venda,6000.0,4807.6,7793.5,63,10.42,setembro/2026
2026-09,Santos,Vila Matias,apartamento,aluguel,52.1,40.8,73.7,16,10.42,setembro/2026
2026-09,Santos,Vila Rica,apartamento,venda,11151.5,7978.8,13902.6,23,,setembro/2026
2026-09,Santos,Aparecida,casa,venda,8491.9,6753.0,9909.7,66,6.88,setembro/2026
2026-09,Santos,Aparecida,casa,aluguel,48.7,40.0,52.4,14,6.88,setembro/2026
2026-09,Santos,Bom Retiro,casa,venda,4148.8,3536.1,4371.6,5,,setembro/2026
2026-09,Santos,Boqueirão,casa,venda,7247.2,6403.4,8635.6,56,7.0,setembro/2026
2026-09,Santos,Boqueirão,casa,aluguel,42.3,35.5,53.9,12,7.0,setembro/2026
2026-09,Santos,Campo Grande,casa,venda,7127.9,5828.9,8833.3,70,7.63,setembro/2026
2026-09,Santos,Campo Grande,casa,aluguel,45.3,33.2,62.2,15,7.63,setembro/2026
2026-09,Santos,Castelo,casa,venda,3137.3,3069.7,3974.8,7,,setembro/2026
2026-09,Santos,Embaré,casa,venda,8218.5,6497.8,9925.8,88,6.86,setembro/2026
2026-09,Santos,Embaré,casa,aluguel,47.0,39.2,55.4,34,6.86,setembro/2026
2026-09,Santos,Encruzilhada,casa,venda,6519.0,4829.5,8452.4,22,8.8,setembro/2026
2026-09,Santos,Encruzilhada,casa,aluguel,47.8,32.4,65.5,6,8.8,setembro/2026
2026-09,Santos,Estuário,casa,venda,6299.6,5011.4,7048.0,22,10.74,setembro/2026
2026-09,Santos,Estuário,casa,aluguel,56.4,48.7,63.6,9,10.74,setembro/2026
2026-09,Santos,Gonzaga,casa,venda,9949.2,7381.4,10723.7,22,6.68,setembro/2026
2026-09,Santos,Gonzaga,casa,aluguel,55.4,40.4,74.1,29,6.68,setembro/2026
2026-09,Santos,José Menino,casa,venda,8005.0,6500.0,10126.6,13,6.55,setembro/2026
2026-09,Santos,José Menino,casa,aluguel,43.7,38.7,48.5,6,6.55,setembro/2026
2026-09,Santos,Macuco,casa,venda,5091.8,4273.2,6290.2,31,6.88,setembro/2026
2026-09,Santos,Macuco,casa,aluguel,29.2,25.7,43.1,7,6.88,setembro/2026
2026-09,Santos,Marapé,casa,venda,6428.4,5421.7,8479.1,64,6.03,setembro/2026
2026-09,Santos,Marapé,casa,aluguel,32.3,29.6,39.6,12,6.03,setembro/2026
2026-09,Santos,Morro de Nova Cintra,casa,venda,5805.6,5657.7,6187.5,10,,setembro/2026
2026-09,Santos,Morro Santa Terezinha,casa,venda,12263.2,8838.4,16558.4,5,,setembro/2026
2026-09,Santos,Pompéia,casa,venda,5833.3,5357.1,7840.9,9,12.34,setembro/2026
2026-09,Santos,Pompéia,casa,aluguel,60.0,40.9,72.8,11,12.34,setembro/2026
2026-09,Santos,Ponta da Praia,casa,venda,9772.7,8231.7,11411.5,32,5.96,setembro/2026
2026-09,Santos,Ponta da Praia,casa,aluguel,48.5,39.3,52.8,24,5.96,setembro/2026
2026-09,Santos,Rádio Club,casa,venda,4302.4,2201.4,5944.6,6,,setembro/2026
2026-09,Santos,Santa Maria,casa,venda,3791.9,2949.0,4342.1,12,,setembro/2026
2026-09,Santos,Vila Belmiro,casa,venda,6666.1,5044.6,8519.9,40,6.34,setembro/2026
2026-09,Santos,Vila Belmiro,casa,aluguel,35.2,29.8,45.0,11,6.34,setembro/2026
2026-09,Santos,Vila Matias,casa,venda,5000.0,3722.4,6125.0,35,8.4,setembro/2026
2026-09,Santos,Vila Matias,casa,aluguel,35.0,26.8,46.0,11,8.4,setembro/2026
2026-09,Santos,Vila São Jorge,casa,venda,4590.6,4198.7,4941.9,5,,setembro/2026
2026-09,Santos,Aparecida,terreno,venda,4666.7,3650.8,5000.0,17,,setembro/2026
2026-09,Santos,Campo Grande,terreno,venda,4112.0,2939.7,5664.5,8,,setembro/2026
2026-09,Santos,Centro,terreno,venda,2900.0,2546.7,3454.5,5,,setembro/2026
2026-09,Santos,Encruzilhada,terreno,venda,3977.2,3529.8,3995.0,6,,setembro/2026
2026-09,Santos,Estuário,terreno,venda,2546.5,2110.8,2998.2,10,,setembro/2026
2026-09,Santos,José Menino,terreno,venda,8749.1,8192.2,11792.5,9,,setembro/2026
2026-09,Santos,Macuco,terreno,venda,3191.5,2660.2,4598.9,18,,setembro/2026
2026-09,Santos,Marapé,terreno,venda,3740.2,3001.6,4279.4,14,,setembro/2026
2026-09,Santos,Morro de Nova Cintra,terreno,venda,991.4,877.2,1549.5,7,,setembro/2026
2026-09,Santos,Paquetá,terreno,venda,2000.0,1653.5,2416.7,9,,setembro/2026
2026-09,Santos,Ponta da Praia,terreno,venda,3703.7,3615.4,4255.6,5,,setembro/2026
2026-09,Santos,Vila Belmiro,terreno,venda,3416.7,2856.4,4333.2,12,,setembro/2026
2026-09,Santos,Vila Matias,terreno,venda,3896.1,2885.7,4936.3,19,,setembro/2026
2026-09,Santos,Aparecida,sala,venda,4923.1,4531.2,9420.3,5,14.41,setembro/2026
2026-09,Santos,Aparecida,sala,aluguel,59.1,56.6,66.2,19,14.41,setembro/2026
2026-09,Santos,Boqueirão,sala,venda,7279.4,5574.5,10229.5,19,10.68,setembro/2026
2026-09,Santos,Boqueirão,sala,aluguel,64.8,49.8,89.7,20,10.68,setembro/2026
2026-09,Santos,Centro,sala,venda,3838.6,3225.5,5431.6,42,11.25,setembro/2026
2026-09,Santos,Centro,sala,aluguel,36.0,25.1,50.0,46,11.25,setembro/2026
2026-09,Santos,Embaré,sala,venda,6415.1,5346.4,7394.3,8,,setembro/2026
2026-09,Santos,Encruzilhada,sala,venda,7812.5,6722.8,9166.7,25,9.14,setembro/2026
2026-09,Santos,Encruzilhada,sala,aluguel,59.5,52.2,81.3,23,9.14,setembro/2026
2026-09,Santos,Gonzaga,sala,venda,7434.3,4371.9,9618.1,12,9.01,setembro/2026
2026-09,Santos,Gonzaga,sala,aluguel,55.8,51.9,85.6,14,9.01,setembro/2026
2026-09,Santos,Macuco,sala,venda,5434.7,5032.8,6174.2,10,,setembro/2026
2026-09,Santos,Marapé,sala,venda,7727.3,5160.6,8381.6,7,10.33,setembro/2026
2026-09,Santos,Marapé,sala,aluguel,66.5,57.0,78.0,9,10.33,setembro/2026
2026-09,Santos,Ponta da Praia,sala,venda,9899.7,9465.0,9900.0,10,9.73,setembro/2026
2026-09,Santos,Ponta da Praia,sala,aluguel,80.3,50.2,90.2,12,9.73,setembro/2026
2026-09,Santos,Valongo,sala,venda,5527.8,4203.4,7079.5,26,12.68,setembro/2026
2026-09,Santos,Valongo,sala,aluguel,58.4,48.4,65.4,20,12.68,setembro/2026
2026-09,Santos,Vila Matias,sala,venda,6444.4,4941.9,7887.5,39,10.06,setembro/2026
2026-09,Santos,Vila Matias,sala,aluguel,54.0,44.9,69.0,56,10.06,setembro/2026
2026-09,Santos,Vila Nova,sala,venda,2426.1,2300.0,3629.6,7,,setembro/2026
2026-09,Santos,Centro,galpao,venda,3844.0,2875.2,5008.0,6,,setembro/2026
2026-09,Santos,Macuco,galpao,aluguel,43.1,38.9,48.4,8,,setembro/2026
2026-09,Santos,Paquetá,galpao,venda,5625.0,5454.5,6041.7,5,7.34,setembro/2026
2026-09,Santos,Paquetá,galpao,aluguel,34.4,23.5,35.4,5,7.34,setembro/2026
2026-09,Santos,Vila Matias,galpao,venda,5486.3,3842.5,5628.1,6,7.81,setembro/2026
2026-09,Santos,Vila Matias,galpao,aluguel,35.7,35.4,43.3,5,7.81,setembro/2026
2026-09,São Bento do Sul,25 de Julho,casa,venda,3905.9,2797.6,4880.6,15,,setembro/2026
2026-09,São Bento do Sul,Boehmerwald,casa,venda,3719.1,2613.0,4212.1,12,,setembro/2026
2026-09,São Bento do Sul,Brasília,casa,venda,4366.3,3362.2,6187.3,39,,setembro/2026
2026-09,São Bento do Sul,Centenário,casa,venda,3857.9,2631.0,5346.0,37,,setembro/2026
2026-09,São Bento do Sul,Centro,casa,venda,5044.0,4296.4,7562.2,56,,setembro/2026
2026-09,São Bento do Sul,Colonial,casa,venda,4542.9,1769.2,5380.8,31,,setembro/2026
2026-09,São Bento do Sul,Cruzeiro,casa,venda,3655.3,2914.0,5473.9,8,,setembro/2026
2026-09,São Bento do Sul,Dona Francisca,casa,venda,4296.4,3136.7,5210.6,14,,setembro/2026
2026-09,São Bento do Sul,Lençol,casa,venda,1979.0,1683.4,3883.8,12,,setembro/2026
2026-09,São Bento do Sul,Mato Preto,casa,venda,4404.1,3006.0,5337.5,29,,setembro/2026
2026-09,São Bento do Sul,Oxford,casa,venda,3629.2,2181.9,4286.6,14,,setembro/2026
2026-09,São Bento do Sul,Progresso,casa,venda,4743.6,3792.5,5532.1,46,,setembro/2026
2026-09,São Bento do Sul,Rio Negro,casa,venda,4416.1,3074.5,5664.5,40,,setembro/2026
2026-09,São Bento do Sul,Schramm,casa,venda,4531.4,3093.8,5542.9,40,6.99,setembro/2026
2026-09,São Bento do Sul,Schramm,casa,aluguel,26.4,22.4,28.7,7,6.99,setembro/2026
2026-09,São Bento do Sul,Serra Alta,casa,venda,3502.9,2825.9,4602.4,52,,setembro/2026
2026-09,São Bento do Sul,Boehmerwald,apartamento,venda,6338.8,5182.9,7022.5,9,,setembro/2026
2026-09,São Bento do Sul,Centro,apartamento,venda,7016.3,5434.0,7906.6,31,3.83,setembro/2026
2026-09,São Bento do Sul,Centro,apartamento,aluguel,22.4,19.4,26.1,18,3.83,setembro/2026
2026-09,São Bento do Sul,Colonial,apartamento,venda,5168.1,4166.7,6194.9,13,6.08,setembro/2026
2026-09,São Bento do Sul,Colonial,apartamento,aluguel,26.2,25.0,30.0,5,6.08,setembro/2026
2026-09,São Bento do Sul,Cruzeiro,apartamento,venda,5833.3,4881.9,5957.4,5,,setembro/2026
2026-09,São Bento do Sul,Progresso,apartamento,venda,6035.0,5564.2,6881.6,15,5.27,setembro/2026
2026-09,São Bento do Sul,Progresso,apartamento,aluguel,26.5,25.4,32.5,6,5.27,setembro/2026
2026-09,São Bento do Sul,Rio Negro,apartamento,venda,5691.1,5150.3,6407.5,15,,setembro/2026
2026-09,São Bento do Sul,Schramm,apartamento,venda,5306.1,4119.0,5704.5,11,,setembro/2026
2026-09,São Bento do Sul,25 de Julho,terreno,venda,275.5,134.6,418.4,10,,setembro/2026
2026-09,São Bento do Sul,Alpino,terreno,venda,163.2,104.7,218.0,9,,setembro/2026
2026-09,São Bento do Sul,Bela Aliança,terreno,venda,389.2,348.0,571.0,8,,setembro/2026
2026-09,São Bento do Sul,Boehmerwald,terreno,venda,571.4,120.4,800.0,13,,setembro/2026
2026-09,São Bento do Sul,Brasília,terreno,venda,545.0,442.4,620.0,29,,setembro/2026
2026-09,São Bento do Sul,Centenário,terreno,venda,482.9,373.5,599.9,22,,setembro/2026
2026-09,São Bento do Sul,Centro,terreno,venda,909.7,554.2,1614.0,32,,setembro/2026
2026-09,São Bento do Sul,Colonial,terreno,venda,653.3,518.1,852.5,33,,setembro/2026
2026-09,São Bento do Sul,Cruzeiro,terreno,venda,202.7,111.0,563.9,10,,setembro/2026
2026-09,São Bento do Sul,Dona Francisca,terreno,venda,394.9,251.3,562.4,10,,setembro/2026
2026-09,São Bento do Sul,Lençol,terreno,venda,184.6,148.6,254.5,20,,setembro/2026
2026-09,São Bento do Sul,Mato Preto,terreno,venda,553.7,271.7,621.0,11,,setembro/2026
2026-09,São Bento do Sul,Oxford,terreno,venda,545.9,209.2,810.2,8,,setembro/2026
2026-09,São Bento do Sul,Progresso,terreno,venda,549.0,344.7,737.5,27,,setembro/2026
2026-09,São Bento do Sul,Rio Negro,terreno,venda,630.5,459.6,939.8,27,,setembro/2026
2026-09,São Bento do Sul,Rio Vermelho Estação,terreno,venda,180.0,121.5,228.3,7,,setembro/2026
2026-09,São Bento do Sul,Schramm,terreno,venda,602.2,429.9,800.1,19,,setembro/2026
2026-09,São Bento do Sul,Serra Alta,terreno,venda,321.9,240.6,405.9,38,,setembro/2026
2026-09,São Bento do Sul,Centro,sala,venda,5468.1,3923.0,5888.2,10,7.37,setembro/2026
2026-09,São Bento do Sul,Centro,sala,aluguel,33.6,24.2,44.6,31,7.37,setembro/2026
2026-09,São Bento do Sul,Colonial,sala,aluguel,49.5,41.2,58.8,5,,setembro/2026
2026-09,São Francisco do Sul,Acaraí,casa,venda,4032.3,2426.0,5500.0,69,7.44,setembro/2026
2026-09,São Francisco do Sul,Acaraí,casa,aluguel,25.0,21.5,33.0,6,7.44,setembro/2026
2026-09,São Francisco do Sul,Água Branca,casa,venda,4888.9,3813.6,6090.9,69,5.01,setembro/2026
2026-09,São Francisco do Sul,Água Branca,casa,aluguel,20.4,14.9,21.7,8,5.01,setembro/2026
2026-09,São Francisco do Sul,Capri,casa,venda,5244.4,4250.0,6538.5,33,,setembro/2026
2026-09,São Francisco do Sul,Centro,casa,venda,4722.2,3372.5,6065.0,91,5.74,setembro/2026
2026-09,São Francisco do Sul,Centro,casa,aluguel,22.6,16.4,31.2,12,5.74,setembro/2026
2026-09,São Francisco do Sul,Enseada,casa,venda,5655.0,3984.0,7142.9,173,4.24,setembro/2026
2026-09,São Francisco do Sul,Enseada,casa,aluguel,20.0,18.5,27.6,19,4.24,setembro/2026
2026-09,São Francisco do Sul,Ervino,casa,venda,4011.1,2603.3,5354.4,210,,setembro/2026
2026-09,São Francisco do Sul,Forte,casa,venda,5736.6,4978.1,6813.0,10,,setembro/2026
2026-09,São Francisco do Sul,Iperoba,casa,venda,4444.4,2961.4,6088.3,81,5.08,setembro/2026
2026-09,São Francisco do Sul,Iperoba,casa,aluguel,18.8,10.0,22.5,9,5.08,setembro/2026
2026-09,São Francisco do Sul,Itaguaçu,casa,venda,6223.1,4471.2,7703.4,128,5.23,setembro/2026
2026-09,São Francisco do Sul,Itaguaçu,casa,aluguel,27.1,21.2,33.1,7,5.23,setembro/2026
2026-09,São Francisco do Sul,Majorca,casa,venda,3122.9,2781.2,4028.9,6,,setembro/2026
2026-09,São Francisco do Sul,Morro Grande,casa,venda,2375.0,1698.7,2406.0,7,,setembro/2026
2026-09,São Francisco do Sul,Paulas,casa,venda,3435.8,2711.8,4729.5,72,8.03,setembro/2026
2026-09,São Francisco do Sul,Paulas,casa,aluguel,23.0,20.1,26.5,6,8.03,setembro/2026
2026-09,São Francisco do Sul,Praia Grande,casa,venda,5538.2,4008.1,7216.7,110,3.97,setembro/2026
2026-09,São Francisco do Sul,Praia Grande,casa,aluguel,18.3,13.4,25.4,11,3.97,setembro/2026
2026-09,São Francisco do Sul,Prainha,casa,venda,6165.8,5227.5,7857.1,44,,setembro/2026
2026-09,São Francisco do Sul,Reta,casa,venda,4141.2,3354.8,5357.1,57,,setembro/2026
2026-09,São Francisco do Sul,Rocio Grande,casa,venda,4482.8,3162.3,5801.3,115,7.5,setembro/2026
2026-09,São Francisco do Sul,Rocio Grande,casa,aluguel,28.0,24.8,32.0,9,7.5,setembro/2026
2026-09,São Francisco do Sul,Rocio Pequeno,casa,venda,4273.8,2348.0,5544.2,52,,setembro/2026
2026-09,São Francisco do Sul,Sandra Regina,casa,venda,4529.3,2920.7,5355.8,36,4.35,setembro/2026
2026-09,São Francisco do Sul,Sandra Regina,casa,aluguel,16.4,12.8,18.3,5,4.35,setembro/2026
2026-09,São Francisco do Sul,São José do Acaraí,casa,venda,3636.4,2878.8,4945.1,29,,setembro/2026
2026-09,São Francisco do Sul,Ubatuba,casa,venda,4909.9,3442.9,6698.7,428,5.77,setembro/2026
2026-09,São Francisco do Sul,Ubatuba,casa,aluguel,23.6,15.8,30.6,26,5.77,setembro/2026
2026-09,São Francisco do Sul,Vila da Glória,casa,venda,3316.7,2858.9,4490.1,19,,setembro/2026
2026-09,São Francisco do Sul,Acaraí,apartamento,venda,6891.9,6074.5,11256.2,10,,setembro/2026
2026-09,São Francisco do Sul,Água Branca,apartamento,venda,5849.1,5057.8,7653.9,19,,setembro/2026
2026-09,São Francisco do Sul,Centro,apartamento,venda,7205.5,4792.4,9909.0,12,3.78,setembro/2026
2026-09,São Francisco do Sul,Centro,apartamento,aluguel,22.7,18.0,28.8,9,3.78,setembro/2026
2026-09,São Francisco do Sul,Enseada,apartamento,venda,7050.0,5553.6,8398.6,31,4.8,setembro/2026
2026-09,São Francisco do Sul,Enseada,apartamento,aluguel,28.2,22.3,36.2,20,4.8,setembro/2026
2026-09,São Francisco do Sul,Ervino,apartamento,venda,6142.9,5838.5,6875.8,7,,setembro/2026
2026-09,São Francisco do Sul,Itaguaçu,apartamento,venda,9547.9,7719.9,10670.4,27,3.91,setembro/2026
2026-09,São Francisco do Sul,Itaguaçu,apartamento,aluguel,31.1,21.2,39.4,7,3.91,setembro/2026
2026-09,São Francisco do Sul,Praia Grande,apartamento,venda,8636.4,7065.7,11534.9,8,3.21,setembro/2026
2026-09,São Francisco do Sul,Praia Grande,apartamento,aluguel,23.1,20.7,29.4,6,3.21,setembro/2026
2026-09,São Francisco do Sul,Prainha,apartamento,venda,9700.0,8400.1,10411.0,9,2.65,setembro/2026
2026-09,São Francisco do Sul,Prainha,apartamento,aluguel,21.4,19.2,30.0,9,2.65,setembro/2026
2026-09,São Francisco do Sul,Rocio Grande,apartamento,venda,5500.0,4756.5,7142.9,17,6.2,setembro/2026
2026-09,São Francisco do Sul,Rocio Grande,apartamento,aluguel,28.4,25.6,30.0,5,6.2,setembro/2026
2026-09,São Francisco do Sul,Rocio Pequeno,apartamento,venda,6093.5,5806.5,6520.2,9,,setembro/2026
2026-09,São Francisco do Sul,Ubatuba,apartamento,venda,6745.8,5217.3,8438.6,41,4.43,setembro/2026
2026-09,São Francisco do Sul,Ubatuba,apartamento,aluguel,24.9,22.5,31.9,12,4.43,setembro/2026
2026-09,São Francisco do Sul,Acaraí,terreno,venda,623.8,359.3,800.7,36,,setembro/2026
2026-09,São Francisco do Sul,Água Branca,terreno,venda,675.1,395.9,895.8,26,,setembro/2026
2026-09,São Francisco do Sul,Capri,terreno,venda,704.2,682.4,2036.4,18,,setembro/2026
2026-09,São Francisco do Sul,Centro,terreno,venda,998.2,614.6,1638.4,58,,setembro/2026
2026-09,São Francisco do Sul,Enseada,terreno,venda,1507.9,1111.1,1984.1,29,,setembro/2026
2026-09,São Francisco do Sul,Ervino,terreno,venda,425.5,285.7,679.8,163,,setembro/2026
2026-09,São Francisco do Sul,Forte,terreno,venda,812.6,611.1,1013.9,9,,setembro/2026
2026-09,São Francisco do Sul,Gamboa,terreno,venda,401.2,168.0,520.0,5,,setembro/2026
2026-09,São Francisco do Sul,Iperoba,terreno,venda,702.0,402.1,810.8,62,,setembro/2026
2026-09,São Francisco do Sul,Itaguaçu,terreno,venda,1221.8,819.5,2346.6,46,,setembro/2026
2026-09,São Francisco do Sul,Laranjeiras,terreno,venda,280.4,97.5,299.4,7,,setembro/2026
2026-09,São Francisco do Sul,Majorca,terreno,venda,500.0,455.3,563.4,10,,setembro/2026
2026-09,São Francisco do Sul,Paulas,terreno,venda,632.9,430.6,937.0,31,,setembro/2026
2026-09,São Francisco do Sul,Praia Grande,terreno,venda,1437.8,1207.9,1708.3,20,,setembro/2026
2026-09,São Francisco do Sul,Prainha,terreno,venda,3170.6,2381.0,3654.7,9,,setembro/2026
2026-09,São Francisco do Sul,Reta,terreno,venda,411.6,309.5,581.4,55,,setembro/2026
2026-09,São Francisco do Sul,Rocio Grande,terreno,venda,431.6,244.3,787.4,59,,setembro/2026
2026-09,São Francisco do Sul,Rocio Pequeno,terreno,venda,499.6,371.5,700.7,32,,setembro/2026
2026-09,São Francisco do Sul,Sandra Regina,terreno,venda,480.3,371.8,590.0,40,,setembro/2026
2026-09,São Francisco do Sul,São José do Acaraí,terreno,venda,559.1,359.3,687.8,20,,setembro/2026
2026-09,São Francisco do Sul,Tapera,terreno,venda,194.4,176.5,238.1,5,,setembro/2026
2026-09,São Francisco do Sul,Ubatuba,terreno,venda,711.5,522.3,1171.4,147,,setembro/2026
2026-09,São Francisco do Sul,Vila da Glória,terreno,venda,375.6,305.6,433.8,24,,setembro/2026
2026-09,São Francisco do Sul,Centro,sala,aluguel,41.2,28.3,50.0,26,,setembro/2026
2026-09,São Francisco do Sul,Iperoba,sala,aluguel,50.0,41.7,88.9,5,,setembro/2026
2026-09,São Francisco do Sul,Rocio Pequeno,sala,aluguel,43.4,40.1,58.1,6,,setembro/2026
2026-09,São Francisco do Sul,Ubatuba,sala,aluguel,31.9,22.8,46.9,6,,setembro/2026
2026-09,São José,Araçagy,apartamento,venda,9042.6,5964.9,11224.5,17,4.05,setembro/2026
2026-09,São José,Araçagy,apartamento,aluguel,30.5,25.0,40.0,5,4.05,setembro/2026
2026-09,São José,Areias,apartamento,venda,6848.7,5503.6,8167.6,146,6.57,setembro/2026
2026-09,São José,Areias,apartamento,aluguel,37.5,31.9,43.7,78,6.57,setembro/2026
2026-09,São José,Barreiros,apartamento,venda,8612.5,6885.2,10260.4,252,5.96,setembro/2026
2026-09,São José,Barreiros,apartamento,aluguel,42.8,34.8,52.4,147,5.96,setembro/2026
2026-09,São José,Bela Vista,apartamento,venda,7368.4,6320.4,8218.2,27,6.29,setembro/2026
2026-09,São José,Bela Vista,apartamento,aluguel,38.6,34.6,44.1,17,6.29,setembro/2026
2026-09,São José,Campinas,apartamento,venda,8898.1,7357.0,11449.5,362,5.68,setembro/2026
2026-09,São José,Campinas,apartamento,aluguel,42.1,34.2,56.0,177,5.68,setembro/2026
2026-09,São José,Centro,apartamento,venda,9456.1,7810.4,14005.3,45,4.77,setembro/2026
2026-09,São José,Centro,apartamento,aluguel,37.6,33.5,47.8,14,4.77,setembro/2026
2026-09,São José,Distrito Industrial,apartamento,venda,8930.7,8672.6,9377.5,6,,setembro/2026
2026-09,São José,Fazenda Santo Antônio,apartamento,venda,7693.2,6324.8,8977.2,20,5.9,setembro/2026
2026-09,São José,Fazenda Santo Antônio,apartamento,aluguel,37.8,33.5,56.3,18,5.9,setembro/2026
2026-09,São José,Flor de Nápolis,apartamento,venda,6325.1,5828.1,6880.5,8,,setembro/2026
2026-09,São José,Floresta,apartamento,venda,9159.3,8141.3,10104.4,14,,setembro/2026
2026-09,São José,Forquilhas,apartamento,venda,6357.2,5328.4,7129.3,64,6.78,setembro/2026
2026-09,São José,Forquilhas,apartamento,aluguel,35.9,30.9,43.5,48,6.78,setembro/2026
2026-09,São José,Forquilhinhas,apartamento,venda,6224.0,5342.0,6694.9,44,7.0,setembro/2026
2026-09,São José,Forquilhinhas,apartamento,aluguel,36.3,33.1,39.5,20,7.0,setembro/2026
2026-09,São José,Ipiranga,apartamento,venda,6818.9,5489.4,8193.6,58,6.99,setembro/2026
2026-09,São José,Ipiranga,apartamento,aluguel,39.7,34.1,49.0,57,6.99,setembro/2026
2026-09,São José,Jardim Cidade de Florianópolis,apartamento,venda,7134.3,6069.1,8261.9,31,6.31,setembro/2026
2026-09,São José,Jardim Cidade de Florianópolis,apartamento,aluguel,37.5,33.6,46.0,27,6.31,setembro/2026
2026-09,São José,Kobrasol,apartamento,venda,9292.9,7164.2,11946.9,249,5.82,setembro/2026
2026-09,São José,Kobrasol,apartamento,aluguel,45.1,36.7,58.1,150,5.82,setembro/2026
2026-09,São José,Nossa Senhora do Rosário,apartamento,venda,8076.5,6410.7,9885.8,114,5.5,setembro/2026
2026-09,São José,Nossa Senhora do Rosário,apartamento,aluguel,37.0,32.0,43.6,64,5.5,setembro/2026
2026-09,São José,Picadas do Sul,apartamento,venda,6184.2,5445.5,6832.6,7,5.7,setembro/2026
2026-09,São José,Picadas do Sul,apartamento,aluguel,29.4,23.2,32.7,16,5.7,setembro/2026
2026-09,São José,Ponta de Baixo,apartamento,venda,5594.6,5102.5,7610.1,10,7.46,setembro/2026
2026-09,São José,Ponta de Baixo,apartamento,aluguel,34.8,32.9,40.1,6,7.46,setembro/2026
2026-09,São José,Potecas,apartamento,venda,5294.1,4776.3,6766.6,23,8.23,setembro/2026
2026-09,São José,Potecas,apartamento,aluguel,36.3,30.3,48.4,15,8.23,setembro/2026
